Datum;Eršffnung;Schluss;Tageshoch;Tagestief;Umsatz (St.)
16.04.15;1'897.00;1'885.00;1'907.00;1'875.00;10'778
15.04.15;1'899.00;1'899.00;1'907.00;1'885.00;12'065
14.04.15;1'895.00;1'892.00;1'901.00;1'881.00;13'616
13.04.15;1'913.00;1'902.00;1'916.00;1'891.00;9'083
10.04.15;1'908.00;1'909.00;1'915.00;1'897.00;15'208
09.04.15;1'895.00;1'901.00;1'905.00;1'875.00;20'632
08.04.15;1'910.00;1'901.00;1'925.00;1'898.00;16'288
07.04.15;1'879.00;1'903.00;1'915.00;1'875.00;21'290
02.04.15;1'874.00;1'861.00;1'880.00;1'848.00;16'852
01.04.15;1'850.00;1'874.00;1'879.00;1'847.00;12'257
31.03.15;1'886.00;1'860.00;1'910.00;1'857.00;18'784
30.03.15;1'880.00;1'890.00;1'897.00;1'870.00;18'222
27.03.15;1'881.00;1'867.00;1'881.00;1'857.00;18'805
26.03.15;1'896.00;1'871.00;1'900.00;1'863.00;18'386
25.03.15;1'899.00;1'903.00;1'919.00;1'896.00;16'145
24.03.15;1'923.00;1'905.00;1'932.00;1'894.00;16'836
23.03.15;1'920.00;1'928.00;1'930.00;1'918.00;14'640
